Date,Time,Reactor_A_Stage_1,Reactor_A_Stage_2,Reactor_B_Stage_1,Reactor_B_Stage_2,Reactor_C_Stage_1,Reactor_C_Stage_2,Temperature_Set_Point,Heater_A_Status,Heater_B_Status,Heater_C_Status,Temperature_A,Temperature_B,Temperature_C
01/01/2023,00:00:00,-0.002987153,-0.037705199,0.187689843,0.134963459,-0.242081107,-0.192186351,0,0,0,0,9.793942121,11.15306783,10.02111243
01/01/2023,00:15:00,-0.033457386,0.076064962,0.201061303,0.195867062,-0.228322677,-0.187673309,0,0,0,0,10.46612861,10.62267331,9.919935005
01/01/2023,00:30:00,0.077093238,0.010702202,0.197793914,0.190257,-0.170988035,-0.215921639,0,0,0,0,10.2707136,9.724979724,10.17593558
01/01/2023,00:45:00,0.019537601,0.035011225,0.169779697,0.181851107,-0.22616313,-0.168272242,0,0,0,0,10.09084988,9.222425058,9.409164167
01/01/2023,01:00:00,-0.051110627,0.026979127,0.17031797,0.221790948,-0.236093524,-0.216304289,0,0,0,0,10.13175541,9.770155307,9.861393123
01/01/2023,01:15:00,0.043438651,0.044809098,0.193558719,0.221873559,-0.106469721,-0.185034076,0,0,0,0,10.18249155,10.15041172,9.851967516
01/01/2023,01:30:00,-0.001650847,0.066616224,0.21317825,0.259130591,-0.299569996,-0.155131144,0,0,0,0,10.28263419,8.944791651,10.00812962
01/01/2023,01:45:00,0.014900312,0.014995906,0.161461532,0.122804525,-0.12946305,-0.205129449,0,0,0,0,9.729095467,9.740226507,10.13000818
01/01/2023,02:00:00,0.127283653,-0.008696894,0.2000809,0.241819345,-0.199768421,-0.181060158,0,0,0,0,10.26809864,10.32323731,10.29293437
01/01/2023,02:15:00,0.003414067,0.008109585,0.195953354,0.192407969,-0.183101479,-0.210344708,0,0,0,0,10.07286453,10.56669487,10.23909461
01/01/2023,02:30:00,0.033356473,0.050400601,0.217991293,0.226786422,-0.364680508,-0.265370519,0,0,0,0,10.39759041,10.2467581,10.29324481
01/01/2023,02:45:00,0.000391858,-0.051197115,0.217342478,0.182607218,-0.194362206,-0.214826065,0,0,0,0,9.743839107,10.1586613,10.01501067
01/01/2023,03:00:00,0.009015481,-0.070759611,0.198771252,0.16257112,-0.248573992,-0.168656563,0,0,0,0,9.587196313,9.976480079,10.11938304
01/01/2023,03:15:00,-0.029380645,0.043628425,0.188762173,0.189885856,-0.180862353,-0.183264797,0,0,0,0,9.769557143,9.694104907,10.0151051
01/01/2023,03:30:00,0.009818852,0.005005058,0.183026536,0.177097171,-0.235911866,-0.258576255,0,0,0,0,9.835207302,10.34768377,10.06163254
01/01/2023,03:45:00,-0.012463037,-0.046437231,0.175714355,0.148272205,-0.298581179,-0.21326794,0,0,0,0,10.03296492,10.33197624,10.117028
01/01/2023,04:00:00,0.033373327,-0.025139212,0.231326699,0.103981714,-0.286768625,-0.214300768,0,0,0,0,9.812165754,10.63336945,10.28068817
01/01/2023,04:15:00,0.064244376,0.003167589,0.234147807,0.252292815,-0.13241722,-0.21499859,0,0,0,0,10.21551768,10.0368727,10.10766277
01/01/2023,04:30:00,0.022680984,0.008104998,0.251824172,0.174723767,-0.207322,-0.180011621,0,0,0,0,10.34868786,10.24478593,9.828790409
01/01/2023,04:45:00,-0.037513105,0.119663389,0.18289983,0.197743443,-0.242238715,-0.211259859,0,0,0,0,10.04042346,10.20338381,10.20775502
01/01/2023,05:00:00,-0.014282449,0.019680277,0.190531746,0.210775326,-0.225006364,-0.214745594,0,0,0,0,10.25479751,10.84048817,10.05626313
01/01/2023,05:15:00,0.041528369,0.035305497,0.210421168,0.172035985,-0.185186218,-0.199434978,0,0,0,0,10.1661946,10.26737433,9.826588748
01/01/2023,05:30:00,0.015101456,0.023631553,0.242459985,0.110851738,-0.217077675,-0.237811375,0,0,0,0,10.8359887,9.549242869,9.835482313
01/01/2023,05:45:00,-0.010361104,0.01480293,0.207995549,0.225525352,-0.287718188,-0.204269857,0,0,0,0,10.12024596,9.999371148,9.714089207
01/01/2023,06:00:00,-0.040106404,0.053390865,0.155017121,0.21140821,-0.260674197,-0.184295732,0,0,0,0,10.37838349,9.707169571,10.16757113
01/01/2023,06:15:00,-0.025593214,0.035213981,0.162247793,0.217186194,-0.222315574,-0.266842692,0,0,0,0,9.91844936,11.19348158,9.996836078
01/01/2023,06:30:00,-1.93E-06,0.006824583,0.160935314,0.15876393,-0.256266777,-0.257683682,0,0,0,0,9.887898717,10.12293481,9.88707998
01/01/2023,06:45:00,-0.01937063,-0.001615058,0.212134607,0.197089194,-0.201606556,-0.265651853,0,0,0,0,10.25015032,10.17768314,10.00442722
01/01/2023,07:00:00,-0.014157741,0.050733639,0.177015944,0.204539299,-0.247642821,-0.120869413,0,0,0,0,9.97749169,10.15425824,10.11635567
01/01/2023,07:15:00,0.016072465,0.041964932,0.184754002,0.143996106,-0.033407111,-0.191538162,0,0,0,0,9.832669448,9.335281862,9.783053109
01/01/2023,07:30:00,-0.02861959,-0.002742615,0.179702667,0.22351403,-0.206265401,-0.180940772,0,0,0,0,10.5487694,9.587837577,10.03730448
01/01/2023,07:45:00,-0.041900832,-0.02496985,0.203870934,0.162561227,-0.182123082,-0.238414581,0,0,0,0,10.22221127,8.779821073,9.749342209
01/01/2023,08:00:00,-0.01666002,0.051512152,0.176231064,0.115979069,-0.318263952,-0.184113018,0,0,0,0,10.25937833,9.593846066,10.16697359
01/01/2023,08:15:00,-0.061302821,-0.065246924,0.200781025,0.214378948,-0.181937361,-0.142546779,0,0,0,0,9.867987582,10.06661149,9.798799065
01/01/2023,08:30:00,0.02583249,-0.090260546,0.221685668,0.215250098,-0.203528247,-0.205409197,0,0,0,0,9.798433437,9.721404789,10.10433835
01/01/2023,08:45:00,-0.043202833,-0.000785323,0.211125372,0.18709157,-0.119731132,-0.204602322,0,0,0,0,10.4301529,9.852685264,9.794360496
01/01/2023,09:00:00,0.0184592,-0.045235821,0.210926103,0.186868435,-0.179938107,-0.234276757,0,0,0,0,9.848377681,10.15758445,10.05814151
01/01/2023,09:15:00,0.011118431,0.016597113,0.199705938,0.240727408,-0.187813814,-0.119710085,0,0,0,0,10.12548416,9.485592701,10.08747011
01/01/2023,09:30:00,0.001023272,-0.083635835,0.20633257,0.201399031,-0.263950001,-0.233846647,0,0,0,0,10.26965169,9.595817917,10.03437957
01/01/2023,09:45:00,0.016152251,0.043704065,0.19563366,0.201807359,-0.173843523,-0.208142152,0,0,0,0,9.89703569,10.17542024,9.779561548
01/01/2023,10:00:00,-0.021720107,0.044014131,0.187862894,0.1999347,-0.082361117,-0.262438411,0,0,0,0,9.445169177,10.50780265,10.0869583
01/01/2023,10:15:00,0.031241993,-0.092423824,0.225490448,0.209008521,-0.145126493,-0.196127084,0,0,0,0,9.933595714,9.39332232,9.982062853
01/01/2023,10:30:00,0.017256329,0.053581115,0.170549488,0.155783393,-0.201693199,-0.202768495,0,0,0,0,9.557425137,10.69884869,10.21408371
01/01/2023,10:45:00,-0.023419881,0.009683752,0.182145443,0.122045701,-0.210784428,-0.194988061,0,0,0,0,9.80329992,10.06817416,9.960803273
01/01/2023,11:00:00,-0.068405811,-0.003407477,0.223911201,0.167126095,-0.318036057,-0.189759041,0,0,0,0,10.06016771,10.59628411,9.690775182
01/01/2023,11:15:00,0.010922121,-0.011775305,0.192579843,0.178884167,-0.168662261,-0.214438009,0,0,0,0,10.27215391,10.19383556,10.21692931
01/01/2023,11:30:00,0.00179631,0.001184313,0.202893505,0.182152855,-0.090801236,-0.114302498,0,0,0,0,10.30074877,9.694982275,10.18426764
01/01/2023,11:45:00,-0.022835558,0.018556235,0.198277736,0.189239076,-0.30273006,-0.277702904,0,0,0,0,9.691559901,9.836411362,9.993666538
01/01/2023,12:00:00,0.00380284,0.022418611,0.198184573,0.251026916,-0.171084531,-0.189240187,0,0,0,0,9.792304149,9.272261881,10.21447296
01/01/2023,12:15:00,0.0006127,-0.026172051,0.207897621,0.238487244,-0.217693547,-0.178010744,0,0,0,0,10.22645874,10.58051274,9.884257128
