Date,Time,Reactor_A_Stage_1,Reactor_A_Stage_2,Reactor_B_Stage_1,Reactor_B_Stage_2,Reactor_C_Stage_1,Reactor_C_Stage_2,Temperature_Set_Point,Heater_A_Status,Heater_B_Status,Heater_C_Status,Temperature_A,Temperature_B,Temperature_C
11/01/2023,00:00:00,0.232837338,0.000417588,0.512255128,0.279406302,0.05790179,-0.241226236,20,1,1,1,19.75720833,19.39560667,19.92521267
11/01/2023,00:15:00,0.214455182,0.004015636,0.51024498,0.346300681,-0.053764343,-0.289730389,20,1,1,1,20.17378759,19.27556297,20.30549748
11/01/2023,00:30:00,0.205238763,0.020765654,0.551973383,0.292421349,0.04789213,-0.225009565,20,1,1,1,20.06497034,21.01096781,20.32805691
11/01/2023,00:45:00,0.23217457,-0.084138602,0.510247637,0.342480187,0.036140273,-0.273574727,20,1,1,1,20.11818663,20.35811905,19.46373047
11/01/2023,01:00:00,0.227357456,-0.020084077,0.551010054,0.262246662,-0.117173608,-0.315136659,20,1,1,1,20.00867458,19.06106364,19.84476105
11/01/2023,01:15:00,0.211650686,-4.74E-06,0.514157352,0.302401955,-0.017370775,-0.324305186,20,1,1,1,20.28667376,19.81510258,19.99360405
11/01/2023,01:30:00,0.238632014,-0.056978735,0.505174698,0.302256795,-0.104131879,-0.327372793,20,1,1,1,19.9987078,20.65782515,19.21659684
11/01/2023,01:45:00,0.250485418,0.065873547,0.53205407,0.275805619,0.018560131,-0.314558157,20,1,1,1,19.60582649,19.80281974,20.07124748
11/01/2023,02:00:00,0.225697363,0.013857709,0.52023379,0.243666348,-0.042206631,-0.249391172,20,1,1,1,19.83473508,20.29661563,19.96128678
11/01/2023,02:15:00,0.235799591,-0.008462146,0.558030538,0.314574132,-0.05012825,-0.263335588,20,1,1,1,19.90305085,19.9253275,19.85604718
11/01/2023,02:30:00,0.198730327,-0.012849303,0.547299936,0.287195178,0.009052324,-0.160855163,20,1,1,1,19.78544522,19.98762445,19.98812371
11/01/2023,02:45:00,0.211713542,-0.103905904,0.548229189,0.282177143,-0.070223343,-0.219125298,20,1,1,1,19.97085102,19.35526425,19.9202175
11/01/2023,03:00:00,0.21475307,-0.006844206,0.512781046,0.285900105,-0.009284777,-0.247037554,20,1,1,1,19.45079225,20.07272492,19.88506822
11/01/2023,03:15:00,0.239467059,0.050487477,0.56017542,0.292134571,0.041145656,-0.240179889,20,1,1,1,20.1716623,19.69908138,19.65025882
11/01/2023,03:30:00,0.266090253,-0.012338983,0.542104555,0.322532843,-0.020187776,-0.273413152,20,1,1,1,20.24711786,19.93722719,19.85479064
11/01/2023,03:45:00,0.223765035,0.027742745,0.525188802,0.346015647,-0.029443843,-0.197087062,20,1,1,1,20.01538257,19.88560109,20.01008676
11/01/2023,04:00:00,0.277961334,0.094205122,0.551414282,0.279774539,0.031390979,-0.2355516,20,1,1,1,19.91946351,19.82593957,19.51941105
11/01/2023,04:15:00,0.269188628,-0.08041563,0.537315422,0.2999781,0.022900166,-0.261699109,20,1,1,1,20.09642185,20.20130742,19.54475841
11/01/2023,04:30:00,0.287122492,0.003063383,0.565943553,0.366530955,0.059985396,-0.216647104,20,1,1,1,19.90599157,19.59621047,19.96542358
11/01/2023,04:45:00,0.234233148,-0.053538886,0.541092093,0.3000592,-0.101403814,-0.209048004,20,1,1,1,20.33374342,19.49520408,19.55306281
11/01/2023,05:00:00,0.304379477,-0.023298153,0.574515904,0.291407522,0.134605275,-0.248276946,20,1,1,1,19.68328648,20.35329847,20.15320939
11/01/2023,05:15:00,0.255012053,-0.064407361,0.544509271,0.338324362,0.020889188,-0.206781174,20,1,1,1,19.94494763,19.41313497,20.11636637
11/01/2023,05:30:00,0.257089154,-0.038916537,0.530382843,0.298492077,-0.03558322,-0.286647997,20,1,1,1,20.03945648,19.82340321,19.72464293
11/01/2023,05:45:00,0.229099638,-0.029266091,0.534990565,0.386145817,0.023243144,-0.291503649,20,1,1,1,19.39377936,20.26168711,19.92725099
11/01/2023,06:00:00,0.206490705,-0.002074544,0.524953941,0.173190875,-0.00184083,-0.240661398,20,1,1,1,19.44114126,20.09612419,19.88017873
11/01/2023,06:15:00,0.236183136,-0.001409867,0.570412989,0.312286182,-0.00039026,-0.278418127,20,1,1,1,19.92104478,20.92140803,20.2823034
11/01/2023,06:30:00,0.305419825,0.054577443,0.573917975,0.287525385,-0.008475049,-0.271277673,20,1,1,1,19.73446755,20.08240306,19.65061129
11/01/2023,06:45:00,0.269598582,-0.033789375,0.560183153,0.264780124,0.006848884,-0.2597347,20,1,1,1,19.95999938,20.10502802,20.0548146
11/01/2023,07:00:00,0.279788658,-0.017788492,0.536247116,0.345670369,0.044955248,-0.34697158,20,1,1,1,20.49919742,19.83981753,20.17350322
11/01/2023,07:15:00,0.316519748,0.077137994,0.555729544,0.227002432,0.071125427,-0.232797582,20,1,1,1,19.71859179,19.87328614,19.96330786
11/01/2023,07:30:00,0.256835739,-0.033447385,0.536651468,0.243987165,-0.046630218,-0.253228868,20,1,1,1,20.12563414,20.08497232,20.0526909
11/01/2023,07:45:00,0.239204933,-0.045974621,0.580762389,0.360191239,-0.019563117,-0.294703763,20,1,1,1,20.06620743,20.22549184,20.05145362
11/01/2023,08:00:00,0.310903014,-0.046726282,0.537295492,0.330999036,0.111263704,-0.263077145,20,1,1,1,19.76690356,19.0879354,19.97975648
11/01/2023,08:15:00,0.284503048,0.091079978,0.532247022,0.328417298,0.079975281,-0.278447614,20,1,1,1,19.66055149,19.35286958,19.81396052
11/01/2023,08:30:00,0.34094408,0.002270501,0.586428435,0.284014131,-0.007003415,-0.279225726,20,1,1,1,20.17306764,20.20268064,19.96226459
11/01/2023,08:45:00,0.293772338,0.00891605,0.58408301,0.319992213,0.034031901,-0.287582431,20,1,1,1,20.27585317,20.07352356,19.70692462
11/01/2023,09:00:00,0.268507631,0.012867775,0.623003547,0.267524126,0.075352533,-0.25432968,20,1,1,1,20.29964263,20.23909884,19.98985241
11/01/2023,09:15:00,0.286349996,-0.102802848,0.548613773,0.317485886,0.034643665,-0.339072748,20,1,1,1,20.072421,19.57037545,20.15514782
11/01/2023,09:30:00,0.287932752,-0.016730199,0.566371883,0.19361556,0.020303504,-0.233238627,20,1,1,1,20.07450262,19.334253,20.07576806
11/01/2023,09:45:00,0.346464189,0.004733047,0.566130327,0.290591937,0.065821088,-0.197340075,20,1,1,1,19.87545831,20.61507161,20.16908101
11/01/2023,10:00:00,0.293341233,0.026713607,0.575574167,0.316062081,0.051356846,-0.292778791,20,1,1,1,20.44470945,20.34101747,19.89975947
11/01/2023,10:15:00,0.303740864,0.005003414,0.573290021,0.262540648,-0.007736357,-0.177871932,20,1,1,1,20.04034511,19.8274875,19.77341037
11/01/2023,10:30:00,0.329495034,0.021209066,0.589066634,0.366815076,0.081974662,-0.240100641,20,1,1,1,20.78541069,18.87573392,19.96069348
11/01/2023,10:45:00,0.298488583,-0.0728,0.586571768,0.258592299,0.047882461,-0.188469337,20,1,1,1,19.95121018,18.88649888,19.68622865
11/01/2023,11:00:00,0.249459101,0.076845693,0.598666773,0.278856217,0.053926879,-0.223509009,20,1,1,1,20.01915828,20.50190934,20.142772
11/01/2023,11:15:00,0.327897412,-0.04997081,0.589868372,0.290451882,0.037443247,-0.207431344,20,1,1,1,19.76021494,19.60574477,19.55737064
11/01/2023,11:30:00,0.297749917,-0.008600967,0.617094572,0.344217171,-0.010230823,-0.198263789,20,1,1,1,19.71792423,19.51692666,19.94025483
11/01/2023,11:45:00,0.285910827,-0.087799809,0.582159642,0.330236896,0.026867334,-0.263186068,20,1,1,1,20.00663032,20.49272019,20.08377315
11/01/2023,12:00:00,0.310880409,-0.001281574,0.610345642,0.31040997,0.014635579,-0.169675162,20,1,1,1,19.62015427,19.58858695,19.88808656
11/01/2023,12:15:00,0.267964994,0.018770917,0.594953084,0.345160461,0.072986485,-0.306991484,20,1,1,1,19.75387018,19.7973397,19.95628711
11/01/2023,12:30:00,0.294855832,-0.045177417,0.578799227,0.303649347,0.142608134,-0.231316339,20,1,1,1,19.67510216,20.22894759,19.95756797
11/01/2023,12:45:00,0.290226816,0.030357056,0.597843242,0.335833928,0.007012774,-0.216232673,20,1,1,1,20.29069685,19.91869207,19.61324458
11/01/2023,13:00:00,0.28324636,-0.064502958,0.588964604,0.329697438,0.088316553,-0.301360263,20,1,1,1,19.98905797,19.78580086,19.89870884
11/01/2023,13:15:00,0.259866377,-0.076386948,0.584816769,0.302063664,0.00487692,-0.213344902,20,1,1,1,19.86840506,21.21361353,19.8659166
11/01/2023,13:30:00,0.32302933,0.001443391,0.599409086,0.331406306,-0.100696709,-0.19187277,20,1,1,1,19.77419276,19.97953107,20.1990712
11/01/2023,13:45:00,0.27709932,0.092750167,0.583611956,0.299789331,0.133076479,-0.191241725,20,1,1,1,19.98118721,19.65093153,20.09594308
11/01/2023,14:00:00,0.285195936,0.029307817,0.626636321,0.409270733,0.042045993,-0.236898475,20,1,1,1,19.71253747,19.49309833,19.72624247
