Date,Time,Reactor_A_Stage_1,Reactor_A_Stage_2,Reactor_B_Stage_1,Reactor_B_Stage_2,Reactor_C_Stage_1,Reactor_C_Stage_2,Temperature_Set_Point,Heater_A_Status,Heater_B_Status,Heater_C_Status,Temperature_A,Temperature_B,Temperature_C
06/01/2023,00:00:00,0.031504605,0.049357292,0.27927356,0.355099468,-0.202104368,-0.230949428,15,1,1,1,15.03327428,13.09243281,15.34331733
06/01/2023,00:15:00,-0.004694248,0.071879166,0.287369536,0.321864139,-0.341266852,-0.307999708,15,1,1,1,15.07191086,15.09024053,15.10094246
06/01/2023,00:30:00,0.008397196,-0.069273308,0.303024474,0.259908755,-0.27498889,-0.179228602,15,1,1,1,15.30538421,15.57843202,14.97753912
06/01/2023,00:45:00,-0.031281872,-0.009044314,0.302427019,0.296388606,-0.033775228,-0.321086538,15,1,1,1,14.77668879,14.28594052,14.87402812
06/01/2023,01:00:00,0.027767265,0.030733134,0.248318002,0.318575481,-0.226494254,-0.263245402,15,1,1,1,13.92982575,15.41815576,15.07485374
06/01/2023,01:15:00,-0.001152042,-0.002057828,0.277950658,0.254379436,-0.246938828,-0.263351554,15,1,1,1,15.05457436,14.48182569,15.04015444
06/01/2023,01:30:00,0.08921616,0.047981415,0.321910179,0.293668827,-0.232324256,-0.221492366,15,1,1,1,15.51036737,14.95683361,14.74719219
06/01/2023,01:45:00,0.028692741,-0.045873722,0.301372329,0.310369655,-0.346373237,-0.236110809,15,1,1,1,14.98366961,15.24490384,15.17631065
06/01/2023,02:00:00,0.076305703,-0.025308724,0.319807099,0.341004329,-0.3257311,-0.24606675,15,1,1,1,14.73632211,14.68842097,15.26770827
06/01/2023,02:15:00,0.02938936,0.008774134,0.309890955,0.299895186,-0.192925744,-0.239854837,15,1,1,1,15.20756932,15.29108615,15.17907026
06/01/2023,02:30:00,-0.000729054,-0.002320828,0.293317841,0.331558961,-0.22099869,-0.19624599,15,1,1,1,14.68046904,15.22516027,14.97771815
06/01/2023,02:45:00,0.021272482,-0.009804227,0.3217481,0.267359621,-0.214468079,-0.242914017,15,1,1,1,15.36091913,14.89204426,15.20119286
06/01/2023,03:00:00,-0.011225145,-0.024216726,0.328009981,0.190621818,-0.252654529,-0.243548386,15,1,1,1,14.81670185,14.84108009,15.02798182
06/01/2023,03:15:00,-0.024793369,-0.023022391,0.31956794,0.252944754,-0.219197857,-0.261946906,15,1,1,1,15.15077359,14.71120776,15.10599304
06/01/2023,03:30:00,-0.062865974,0.053723928,0.278773222,0.329028979,-0.258663655,-0.150002523,15,1,1,1,15.86618887,15.11249829,15.02042672
06/01/2023,03:45:00,-0.029081384,0.036063773,0.30360228,0.321295539,-0.161429415,-0.237097205,15,1,1,1,15.2279068,15.75172448,14.91780923
06/01/2023,04:00:00,0.04531041,-0.016163251,0.33238714,0.337022635,-0.167211028,-0.103279786,15,1,1,1,14.83205995,15.7585808,15.0414964
06/01/2023,04:15:00,0.014793224,0.049579917,0.290130996,0.291364319,-0.139802015,-0.28512965,15,1,1,1,15.44598928,14.8814465,14.92699023
06/01/2023,04:30:00,0.024507517,-0.088690835,0.297463918,0.21272198,-0.237454273,-0.214154392,15,1,1,1,14.82867655,15.48464143,15.24858477
06/01/2023,04:45:00,-0.0088862,0.072098509,0.29166798,0.324119591,-0.284976665,-0.168226912,15,1,1,1,14.81756535,15.11081303,15.18395171
06/01/2023,05:00:00,0.020674531,0.033257203,0.314938768,0.384927892,-0.33294225,-0.251680956,15,1,1,1,15.41640622,14.44828109,14.83673442
06/01/2023,05:15:00,0.005259201,-0.077930411,0.302699293,0.304674927,-0.27735361,-0.14883701,15,1,1,1,14.7890779,14.43012721,15.08645925
06/01/2023,05:30:00,0.016213992,0.02170224,0.301617813,0.332437293,-0.231336952,-0.220203153,15,1,1,1,14.68096345,16.0557005,14.89768204
06/01/2023,05:45:00,-0.005460019,-0.011115088,0.318987974,0.246742433,-0.198922634,-0.182146393,15,1,1,1,14.54429933,13.99379048,15.0163993
06/01/2023,06:00:00,0.018398768,0.042244063,0.290435422,0.310928521,-0.195549189,-0.255939379,15,1,1,1,14.85833578,14.36128646,15.13169636
06/01/2023,06:15:00,0.002079545,0.063122491,0.289812537,0.273235038,-0.182097328,-0.300876222,15,1,1,1,14.8685426,16.00206435,14.64665151
06/01/2023,06:30:00,0.016706373,0.039482404,0.306649342,0.283104962,-0.151493242,-0.27698989,15,1,1,1,14.99520866,14.91249853,14.99370806
06/01/2023,06:45:00,-0.006434666,0.02382163,0.256953298,0.392310706,-0.322778123,-0.270726716,15,1,1,1,14.5812646,16.20712797,15.47627969
06/01/2023,07:00:00,0.03415921,0.079883108,0.31206843,0.337921236,-0.115730792,-0.208128893,15,1,1,1,14.5569741,15.07912543,14.8555375
06/01/2023,07:15:00,0.036855097,-0.007118487,0.26573361,0.359986866,-0.303448788,-0.172692854,15,1,1,1,15.37835216,15.88244678,14.72641459
06/01/2023,07:30:00,0.006016521,0.030852186,0.265598495,0.267568645,-0.247273662,-0.302862415,15,1,1,1,15.05535423,15.02638818,14.77333727
06/01/2023,07:45:00,-0.008238796,-0.066516017,0.296334372,0.36063149,-0.319618978,-0.345773357,15,1,1,1,14.68385152,14.85405465,14.96801216
06/01/2023,08:00:00,0.025934982,-0.013516913,0.331312026,0.348315164,-0.210956815,-0.238325406,15,1,1,1,14.7379235,15.60679234,15.46917519
06/01/2023,08:15:00,0.026522969,0.117792805,0.290247941,0.306386078,-0.227651469,-0.202556049,15,1,1,1,14.76925471,15.64707265,15.27947998
06/01/2023,08:30:00,-0.060294923,-0.053950423,0.28813137,0.28099441,-0.153352567,-0.260788002,15,1,1,1,14.44072807,15.49882122,15.15082771
06/01/2023,08:45:00,-0.018188881,0.093299818,0.275385593,0.288832828,-0.197582873,-0.338157023,15,1,1,1,15.2040639,15.16858888,15.19790935
06/01/2023,09:00:00,-0.016060883,0.051080965,0.279536945,0.273467631,-0.242738948,-0.243975365,15,1,1,1,14.69104382,15.3122604,15.067543
06/01/2023,09:15:00,-0.022536592,-0.030202895,0.348892474,0.326468412,-0.220822107,-0.250815304,15,1,1,1,14.99353678,14.43621412,15.20563576
06/01/2023,09:30:00,-0.015435352,-0.119784649,0.303517924,0.243876604,-0.130699393,-0.244302154,15,1,1,1,14.52966855,14.55238851,15.11191075
06/01/2023,09:45:00,-0.014545975,-0.057500094,0.236346832,0.298375129,-0.286012045,-0.24363108,15,1,1,1,14.63924063,14.82636965,15.14502105
06/01/2023,10:00:00,-0.011733775,0.033377104,0.291178958,0.260692779,-0.236146027,-0.264187486,15,1,1,1,15.61636552,15.42009332,15.1620719
06/01/2023,10:15:00,0.006496664,-0.042120984,0.293919846,0.240868504,-0.196006416,-0.260626999,15,1,1,1,14.72519453,14.76710487,14.62009407
06/01/2023,10:30:00,0.003169718,0.109008513,0.279182023,0.259553019,-0.192664809,-0.310031535,15,1,1,1,14.68364336,15.43975882,14.86594345
06/01/2023,10:45:00,-0.011248152,-0.015371685,0.313059429,0.274140657,-0.09589286,-0.262056367,15,1,1,1,14.46237758,14.92819146,15.06876032
06/01/2023,11:00:00,-0.059838303,-0.006188829,0.324818126,0.402175737,-0.266616642,-0.247357427,15,1,1,1,15.35810352,14.47962573,14.71833591
06/01/2023,11:15:00,-0.056287266,-0.01931584,0.307375934,0.254812516,-0.19563949,-0.226295956,15,1,1,1,15.2603962,14.97220516,15.01461851
06/01/2023,11:30:00,-0.00126863,-0.03653787,0.298523027,0.231297218,-0.217687073,-0.250775914,15,1,1,1,14.86543407,14.31334356,15.22466591
06/01/2023,11:45:00,0.074080223,0.070891245,0.297547664,0.337922847,-0.268627214,-0.292687459,15,1,1,1,15.09802199,14.66049719,15.4280741
