Date,Time,Reactor_A_Stage_1,Reactor_A_Stage_2,Reactor_B_Stage_1,Reactor_B_Stage_2,Reactor_C_Stage_1,Reactor_C_Stage_2,Temperature_Set_Point,Heater_A_Status,Heater_B_Status,Heater_C_Status,Temperature_A,Temperature_B,Temperature_C
05/01/2023,00:00:00,0.011521101,-0.037413089,0.28373659,0.287779164,-0.181566199,-0.288415176,15,1,1,1,14.75574606,15.64313326,15.11638458
05/01/2023,00:15:00,-0.030807686,-0.086378741,0.322258311,0.240255418,-0.222687264,-0.163742571,15,1,1,1,14.67952691,14.35336602,15.16375847
05/01/2023,00:30:00,-0.009266965,0.049133512,0.333982467,0.295691212,-0.135300915,-0.281606251,15,1,1,1,14.99575474,14.89841878,14.97223343
05/01/2023,00:45:00,-0.004005125,-0.015891956,0.30018656,0.291467071,-0.313424627,-0.261515096,15,1,1,1,14.80547985,15.13942946,14.90184082
05/01/2023,01:00:00,0.031908171,-0.036811846,0.274695204,0.279758502,-0.290095008,-0.263163409,15,1,1,1,15.15166115,15.4531715,14.88999154
05/01/2023,01:15:00,0.031149532,0.094865876,0.263373709,0.215404717,-0.210905131,-0.270473893,15,1,1,1,14.93168726,14.61927547,15.36115851
05/01/2023,01:30:00,0.024791932,-0.069461236,0.297086955,0.346179046,-0.292019037,-0.306131571,15,1,1,1,15.27746656,15.16512371,15.13104889
05/01/2023,01:45:00,-0.0006711,-0.028978074,0.303162751,0.295305504,-0.353437324,-0.317416733,15,1,1,1,14.74976252,14.50342492,14.78216486
05/01/2023,02:00:00,0.038333743,0.062838949,0.314459935,0.323168388,-0.265435689,-0.278209378,15,1,1,1,14.61143119,15.87915833,15.2412787
05/01/2023,02:15:00,-0.028689675,-0.016827939,0.282013343,0.246933667,-0.194992886,-0.312575029,15,1,1,1,15.29538366,14.9840974,15.0552891
05/01/2023,02:30:00,0.018589684,0.068309704,0.302134445,0.312116266,-0.304570269,-0.273319906,15,1,1,1,15.05090494,15.40621769,15.05066129
05/01/2023,02:45:00,0.074302254,0.140821974,0.2805801,0.315920141,-0.275647436,-0.292779878,15,1,1,1,14.96151926,15.01008638,15.24669056
05/01/2023,03:00:00,-0.000409179,-0.001580546,0.289631057,0.240697883,-0.234782494,-0.339704241,15,1,1,1,14.86626062,14.6385261,14.98021469
05/01/2023,03:15:00,0.064765898,0.039701212,0.314994661,0.329851856,-0.194651491,-0.20972277,15,1,1,1,14.79006345,14.91155873,15.11532875
05/01/2023,03:30:00,0.040133651,-0.017409475,0.27661043,0.304243487,-0.237939893,-0.245201984,15,1,1,1,15.27553646,14.63078392,15.53676195
05/01/2023,03:45:00,-0.031536176,-0.00987731,0.292880494,0.308065403,-0.337729306,-0.36579075,15,1,1,1,14.82787311,14.92743793,15.2435582
05/01/2023,04:00:00,0.027928462,0.025424859,0.315010463,0.30990177,-0.277051334,-0.250617871,15,1,1,1,15.54222949,14.26343544,14.62838345
05/01/2023,04:15:00,-0.022223236,-0.017703285,0.297763321,0.329756159,-0.272261462,-0.272468983,15,1,1,1,14.85930506,14.85396528,15.03508128
05/01/2023,04:30:00,-0.064739352,-0.006684181,0.2999164,0.269588222,-0.289127134,-0.248650985,15,1,1,1,15.7380369,15.63279953,15.29531171
05/01/2023,04:45:00,0.034526623,-0.038429,0.292319852,0.304562653,-0.393259346,-0.266268519,15,1,1,1,15.02560016,14.51797898,15.02685456
05/01/2023,05:00:00,0.010702282,-0.028899387,0.283606227,0.306527743,-0.119613676,-0.219633306,15,1,1,1,15.09139075,14.92117961,15.01392383
05/01/2023,05:15:00,-0.005127336,0.027209952,0.304432465,0.279838643,-0.192362378,-0.222799122,15,1,1,1,15.43451934,15.56421793,14.68363785
05/01/2023,05:30:00,0.039885711,-0.022767689,0.319910274,0.351559915,-0.274923202,-0.159015284,15,1,1,1,14.71965736,14.85222165,15.04377893
05/01/2023,05:45:00,-0.044435735,-0.011090502,0.298050819,0.316715441,-0.237094398,-0.27228569,15,1,1,1,15.37415115,14.77156147,15.00369702
05/01/2023,06:00:00,-0.016311612,0.003003876,0.281034345,0.316833782,-0.251353965,-0.261256791,15,1,1,1,15.00364664,15.49724473,14.89128287
05/01/2023,06:15:00,0.006559361,0.060271142,0.293592957,0.362944948,-0.375873092,-0.265340759,15,1,1,1,14.74565392,14.95888499,15.1501409
05/01/2023,06:30:00,-0.029750995,0.052568171,0.331377215,0.257811841,-0.254055761,-0.323219761,15,1,1,1,15.29393458,15.78213173,14.94768594
05/01/2023,06:45:00,-0.03684491,-0.07578791,0.280984892,0.202746715,-0.23476205,-0.18243556,15,1,1,1,14.85779217,15.25739479,14.8100183
05/01/2023,07:00:00,0.013905606,0.06607872,0.327368031,0.317579095,-0.28297603,-0.304131345,15,1,1,1,15.31140921,15.78670995,15.25865223
05/01/2023,07:15:00,0.068809004,-0.018845311,0.319333273,0.319643687,-0.261757489,-0.26509812,15,1,1,1,15.51062868,14.72990857,14.87777197
05/01/2023,07:30:00,-0.058370324,-0.033909439,0.343164481,0.230715349,-0.196274819,-0.216386985,15,1,1,1,14.75741879,15.69750324,15.2360874
05/01/2023,07:45:00,0.007107419,-0.019004896,0.321684159,0.291190514,-0.255192418,-0.297761323,15,1,1,1,15.04630934,14.97471103,14.78636625
05/01/2023,08:00:00,0.005920307,0.024210899,0.29409644,0.341416809,-0.289485701,-0.306299274,15,1,1,1,15.31804194,15.08686599,14.93884847
05/01/2023,08:15:00,0.03895067,0.008752825,0.314277616,0.231899142,-0.212528075,-0.288814603,15,1,1,1,15.1553601,14.55387525,14.95122641
05/01/2023,08:30:00,-0.003184756,-0.012699545,0.338539646,0.298275369,-0.263241995,-0.170211467,15,1,1,1,15.02989389,14.9126298,14.88478598
05/01/2023,08:45:00,0.006019811,-0.064284667,0.297590107,0.292791722,-0.234990427,-0.258121492,15,1,1,1,15.60987198,13.83780754,15.2181878
05/01/2023,09:00:00,-0.059352128,0.029308117,0.285028875,0.32165396,-0.284138273,-0.254884914,15,1,1,1,15.47457667,14.96285192,14.60376544
05/01/2023,09:15:00,-0.010456631,0.07087421,0.293826313,0.274892087,-0.375064281,-0.244706376,15,1,1,1,15.01454575,15.55613516,14.73918925
05/01/2023,09:30:00,-0.04403089,-0.084388158,0.313929146,0.299712526,-0.105621025,-0.25863327,15,1,1,1,15.27115363,15.53566138,14.8974543
