Date,Time,Reactor_A_Stage_1,Reactor_A_Stage_2,Reactor_B_Stage_1,Reactor_B_Stage_2,Reactor_C_Stage_1,Reactor_C_Stage_2,Temperature_Set_Point,Heater_A_Status,Heater_B_Status,Heater_C_Status,Temperature_A,Temperature_B,Temperature_C
09/01/2023,00:00:00,-0.064252495,-0.094055454,0.297966985,0.2658049,-0.257220442,-0.263007787,20,1,1,1,19.58778524,19.90548416,20.02782148
09/01/2023,00:15:00,-0.03021275,0.00903806,0.315778638,0.236047567,-0.182303814,-0.251696523,20,1,1,1,20.16891372,19.70108407,19.75655682
09/01/2023,00:30:00,-0.026209337,0.044188337,0.294424458,0.288840466,-0.272381984,-0.305822805,20,1,1,1,20.32446261,19.67581226,20.15295454
09/01/2023,00:45:00,-0.007423683,0.094127398,0.304907571,0.287477358,-0.308346246,-0.293668934,20,1,1,1,19.46259778,20.22488385,19.82185134
09/01/2023,01:00:00,-0.002777266,-0.07015148,0.349092948,0.371572665,-0.250686759,-0.17879091,20,1,1,1,19.83015588,19.89550996,19.92516962
09/01/2023,01:15:00,-0.014539373,-0.11728411,0.321673008,0.323501264,-0.250617232,-0.293570219,20,1,1,1,19.99313186,20.0233643,20.23558305
09/01/2023,01:30:00,-0.034144586,0.049035337,0.294117406,0.337576905,-0.269473103,-0.178160393,20,1,1,1,20.34603286,19.58532622,20.0824407
09/01/2023,01:45:00,-0.045589828,-0.040939778,0.308882979,0.345969859,-0.24359524,-0.197969884,20,1,1,1,20.44420965,20.20616796,19.99040099
09/01/2023,02:00:00,-0.024569011,0.075458613,0.299453721,0.340576251,-0.217967309,-0.147571924,20,1,1,1,19.88293389,19.74169716,20.21558587
09/01/2023,02:15:00,-0.041471124,0.024152703,0.321368284,0.287503983,-0.248160877,-0.279717487,20,1,1,1,20.32778809,19.25661753,19.76812772
09/01/2023,02:30:00,-0.026852485,0.000319964,0.335807243,0.316299212,-0.282563127,-0.224036062,20,1,1,1,20.56663014,19.83612944,19.66563279
09/01/2023,02:45:00,-0.035713207,-0.030731964,0.284649841,0.233968456,-0.329723161,-0.165919293,20,1,1,1,19.44006741,20.61931677,19.82198769
09/01/2023,03:00:00,0.021910275,-0.017879912,0.285794385,0.261446241,-0.158356111,-0.24352573,20,1,1,1,19.97336901,19.84417347,20.22448366
09/01/2023,03:15:00,-0.000648763,0.061038045,0.292405603,0.239904089,-0.197843699,-0.205022132,20,1,1,1,19.6214402,20.28600438,20.0579152
