Date,Time,Reactor_A_Stage_1,Reactor_A_Stage_2,Reactor_B_Stage_1,Reactor_B_Stage_2,Reactor_C_Stage_1,Reactor_C_Stage_2,Temperature_Set_Point,Heater_A_Status,Heater_B_Status,Heater_C_Status,Temperature_A,Temperature_B,Temperature_C
18/01/2023,00:00:00,1.000967169,1.115600399,1.271762542,1.363331571,0.812946135,0.711218309,25,1,1,1,25.6738089,24.65112098,24.83496759
18/01/2023,00:15:00,0.992950366,0.970176464,1.294974335,1.350022522,0.80565226,0.770776096,25,1,1,1,25.05077658,25.39099787,25.25945174
18/01/2023,00:30:00,0.994474418,1.042007538,1.299909394,1.290576858,0.807941045,0.784657437,25,1,1,1,24.8103701,24.85925183,24.99765458
18/01/2023,00:45:00,1.027768392,0.97333288,1.293061299,1.400402887,0.740814972,0.717742848,25,1,1,1,24.99034859,24.37768813,25.05351675
18/01/2023,01:00:00,0.929687581,1.047261996,1.313658538,1.292083962,0.696586503,0.713906809,25,1,1,1,25.2096911,24.8627089,25.00965583
18/01/2023,01:15:00,1.030350201,1.061420167,1.322143469,1.252630426,0.688945794,0.804722621,25,1,1,1,24.77313335,26.02627322,25.13442404
18/01/2023,01:30:00,0.976715579,0.949546472,1.315658651,1.260602849,0.744753559,0.748696398,25,1,1,1,24.88499874,24.67191416,24.80056823
18/01/2023,01:45:00,0.987669322,0.995891136,1.271812613,1.272566174,0.657493412,0.720665507,25,1,1,1,25.21230326,24.88805233,24.78558082
18/01/2023,02:00:00,1.01860133,1.048254115,1.280998759,1.274755985,0.783530297,0.762549385,25,1,1,1,25.10317598,24.45756237,25.43287408
18/01/2023,02:15:00,1.005386922,0.983468202,1.316205221,1.358575311,0.713994307,0.777659752,25,1,1,1,24.40512975,25.23534423,24.68171161
18/01/2023,02:30:00,1.01023352,1.046096663,1.342718187,1.305739541,0.718539731,0.741499652,25,1,1,1,24.87070714,24.97847581,24.86276468
18/01/2023,02:45:00,1.00450564,1.008875634,1.285716769,1.294866541,0.74315596,0.683375564,25,1,1,1,25.16087046,24.40446905,25.27079673
18/01/2023,03:00:00,1.017522776,1.044060873,1.3086184,1.269397015,0.63765409,0.773803509,25,1,1,1,25.16958523,25.32705104,25.27720162
18/01/2023,03:15:00,1.000455039,1.062690369,1.277349033,1.283486402,0.72183195,0.756699675,25,1,1,1,24.95495597,24.82512829,25.28135068
18/01/2023,03:30:00,1.014474329,1.069321833,1.309818279,1.299800403,0.836770007,0.768272477,25,1,1,1,24.6728135,25.84824409,24.93422557
18/01/2023,03:45:00,1.000058023,1.037028215,1.2945173,1.258204021,0.704136986,0.859591828,25,1,1,1,24.61932089,25.63512746,24.77691981
18/01/2023,04:00:00,0.976599942,0.98752859,1.312906389,1.264626483,0.799729015,0.772873248,25,1,1,1,24.7295714,24.69118928,24.7712216
18/01/2023,04:15:00,1.0007874,0.929249166,1.294072535,1.352312252,0.755445275,0.712007895,25,1,1,1,25.30763516,24.37088495,25.26579051
18/01/2023,04:30:00,1.02581275,0.98231283,1.342263081,1.344611071,0.648401073,0.752569352,25,1,1,1,25.28116447,25.39187457,24.93283679
18/01/2023,04:45:00,0.937748874,1.110363707,1.268646735,1.302203737,0.705007668,0.77531959,25,1,1,1,25.60217701,24.44554399,24.97931426
18/01/2023,05:00:00,1.010135122,0.989662261,1.312381268,1.37000353,0.776037537,0.736555905,25,1,1,1,25.49147796,25.01093786,24.9331537
18/01/2023,05:15:00,1.009271342,0.959934339,1.32690264,1.248997373,0.772102209,0.775808582,25,1,1,1,25.09156261,25.13560305,24.94393055
18/01/2023,05:30:00,0.962246515,1.025726666,1.280270586,1.358993881,0.691930117,0.821285579,25,1,1,1,25.33636782,25.13855519,24.89344844
18/01/2023,05:45:00,0.995537654,1.000541053,1.298702536,1.297266905,0.82000523,0.685941486,25,1,1,1,24.92035706,25.78550779,24.9579522
18/01/2023,06:00:00,1.037615012,1.041023215,1.264796673,1.264470145,0.70988396,0.73465812,25,1,1,1,25.0224843,24.88994583,24.66274476
18/01/2023,06:15:00,1.007343967,1.040519561,1.306821628,1.292636624,0.802459299,0.827187743,25,1,1,1,25.10594269,25.02358245,25.06575489
18/01/2023,06:30:00,0.982419694,1.056533755,1.288031064,1.344952755,0.786866442,0.685497024,25,1,1,1,24.58437452,24.90868912,24.68133553
18/01/2023,06:45:00,0.969102308,0.994915109,1.278413809,1.343623149,0.711639402,0.733048894,25,1,1,1,24.65284998,25.02668796,24.92900194
